Year,CO,NO2,NO2,O3,PM10,PM2.5,PM2.5,Pb,SO2,State,City
2014,,,,0.063,78.0,,,,, TX,Austin-Round Rock
2015,,,,0.073,53.0,,,,, TX,Austin-Round Rock
2016,,,,0.063,72.0,,,,, TX,Austin-Round Rock
2017,,,,0.069,39.0,,,,, TX,Austin-Round Rock
2018,,,,0.071,47.0,,,,, TX,Austin-Round Rock
2019,,,,0.064,38.0,,,,, TX,Austin-Round Rock
2000,,61.0,18.0,0.098,92.5,61.0,16.3,,, CA,Bakersfield
2001,,69.0,18.0,0.099,116.0,66.0,16.0,,, CA,Bakersfield
2002,,64.0,17.0,0.102,78.0,56.0,18.0,,, CA,Bakersfield
2003,,62.0,17.0,0.099,81.0,37.0,13.8,,, CA,Bakersfield
2004,,56.0,16.0,0.08900000000000001,62.0,41.0,14.1,,, CA,Bakersfield
2005,,55.0,15.0,0.09300000000000001,67.0,48.0,14.5,,, CA,Bakersfield
2006,,60.0,16.0,0.098,95.0,46.0,14.5,,, CA,Bakersfield
2007,,56.0,14.0,0.086,73.5,55.0,16.7,,, CA,Bakersfield
2008,,53.0,13.0,0.09699999999999999,85.5,52.0,17.4,,, CA,Bakersfield
2009,,46.0,12.0,0.087,67.5,48.0,15.6,,, CA,Bakersfield
2010,,47.0,11.0,0.08900000000000001,59.0,40.0,12.1,,, CA,Bakersfield
2011,,44.0,11.0,0.08800000000000001,58.0,42.0,12.3,,, CA,Bakersfield
2012,,46.0,12.0,0.085,64.0,40.0,11.4,,, CA,Bakersfield
2013,,46.0,11.0,0.08,82.0,67.0,17.1,,, CA,Bakersfield
2014,,44.0,10.0,0.083,72.8,61.0,15.3,,, CA,Bakersfield
2015,,40.0,9.0,0.084,66.5,42.0,13.0,,, CA,Bakersfield
2016,,38.0,9.0,0.08199999999999999,62.5,39.0,12.7,,, CA,Bakersfield
2017,,41.0,9.0,0.083,74.5,53.0,13.2,,, CA,Bakersfield
2018,,39.0,10.0,0.091,79.5,52.0,14.7,,, CA,Bakersfield
2019,,40.0,9.0,0.078,68.5,35.0,10.5,,, CA,Bakersfield
2000,2.4,65.0,20.0,0.08800000000000001,,38.0,15.8,,, MD,Baltimore-Columbia-Towson
2001,2.4,68.0,21.0,0.09699999999999999,,39.0,15.4,,, MD,Baltimore-Columbia-Towson
2002,2.6,70.0,21.0,0.106,,45.0,14.7,,, MD,Baltimore-Columbia-Towson
2003,2.6,76.0,22.0,0.08199999999999999,,39.0,14.6,,, MD,Baltimore-Columbia-Towson
2004,2.6,58.0,19.0,0.081,,35.0,14.5,,, MD,Baltimore-Columbia-Towson
2005,2.6,74.0,18.0,0.08900000000000001,,36.0,15.1,,, MD,Baltimore-Columbia-Towson
2006,2.6,63.0,17.0,0.08800000000000001,,33.0,13.2,,, MD,Baltimore-Columbia-Towson
2007,2.0,58.0,17.0,0.085,,33.0,13.4,,, MD,Baltimore-Columbia-Towson
2008,1.7,52.0,16.0,0.084,,30.0,12.2,,, MD,Baltimore-Columbia-Towson
2009,1.9,59.0,15.0,0.07200000000000001,,25.0,10.5,,, MD,Baltimore-Columbia-Towson
2010,1.9,61.0,15.0,0.084,,25.0,10.6,,, MD,Baltimore-Columbia-Towson
2011,1.6,54.0,15.0,0.087,,25.0,10.5,,, MD,Baltimore-Columbia-Towson
2012,1.6,56.0,14.0,0.08199999999999999,,23.0,10.0,,, MD,Baltimore-Columbia-Towson
2013,1.4,47.0,13.0,0.069,,24.0,9.1,,, MD,Baltimore-Columbia-Towson
2014,1.3,52.0,13.0,0.067,,21.0,9.4,,, MD,Baltimore-Columbia-Towson
2015,1.5,53.0,14.0,0.073,,25.0,9.2,,, MD,Baltimore-Columbia-Towson
2016,1.5,55.0,13.0,0.076,,20.0,7.6,,, MD,Baltimore-Columbia-Towson
2017,1.1,49.0,12.0,0.071,,19.0,7.7,,, MD,Baltimore-Columbia-Towson
2018,1.3,48.0,11.0,0.071,,17.0,7.6,,, MD,Baltimore-Columbia-Towson
2019,2.0,48.0,11.0,0.07,,21.0,7.6,,, MD,Baltimore-Columbia-Towson
2000,,,,0.061,,,,,, ME,Bangor
2001,,,,0.087,,,,,, ME,Bangor
2002,,,,0.08900000000000001,,,,,, ME,Bangor
2003,,,,0.073,,,,,, ME,Bangor
2004,,,,0.065,,,,,, ME,Bangor
2005,,,,0.067,,,,,, ME,Bangor
2006,,,,0.064,,,,,, ME,Bangor
2007,,,,0.075,,,,,, ME,Bangor
2008,,,,0.062,,,,,, ME,Bangor
2009,,,,0.057,,,,,, ME,Bangor
2010,,,,0.059000000000000004,,,,,, ME,Bangor
2011,,,,0.055,,,,,, ME,Bangor
2012,,,,0.057999999999999996,,,,,, ME,Bangor
2013,,,,0.064,,,,,, ME,Bangor
2014,,,,0.054000000000000006,,,,,, ME,Bangor
2015,,,,0.063,,,,,, ME,Bangor
2016,,,,0.057,,,,,, ME,Bangor
2017,,,,0.06,,,,,, ME,Bangor
2018,,,,0.055999999999999994,,,,,, ME,Bangor
2019,,,,0.054000000000000006,,,,,, ME,Bangor
2000,,,,0.073,,,,,, WI,Baraboo
2001,,,,0.07400000000000001,,,,,, WI,Baraboo
2002,,,,0.073,,,,,, WI,Baraboo
2003,,,,0.07400000000000001,,,,,, WI,Baraboo
2004,,,,0.065,,,,,, WI,Baraboo
2005,,,,0.076,,,,,, WI,Baraboo
2006,,,,0.064,,,,,, WI,Baraboo
2007,,,,0.07,,,,,, WI,Baraboo
2008,,,,0.061,,,,,, WI,Baraboo
2009,,,,0.062,,,,,, WI,Baraboo
2010,,,,0.06,,,,,, WI,Baraboo
2011,,,,0.065,,,,,, WI,Baraboo
2012,,,,0.073,,,,,, WI,Baraboo
2013,,,,0.063,,,,,, WI,Baraboo
2014,,,,0.064,,,,,, WI,Baraboo
2015,,,,0.063,,,,,, WI,Baraboo
2016,,,,0.066,,,,,, WI,Baraboo
2017,,,,0.061,,,,,, WI,Baraboo
2018,,,,0.067,,,,,, WI,Baraboo
2019,,,,0.061,,,,,, WI,Baraboo
2000,,,,0.083,,,,,, MA,Barnstable Town
2001,,,,0.105,,,,,, MA,Barnstable Town
2002,,,,0.09300000000000001,,,,,, MA,Barnstable Town
2003,,,,0.08900000000000001,,,,,, MA,Barnstable Town
2004,,,,0.083,,,,,, MA,Barnstable Town
2005,,,,0.08800000000000001,,,,,, MA,Barnstable Town
2006,,,,0.08199999999999999,,,,,, MA,Barnstable Town
2007,,,,0.08199999999999999,,,,,, MA,Barnstable Town
2008,,,,0.075,,,,,, MA,Barnstable Town
2009,,,,0.071,,,,,, MA,Barnstable Town
2010,,,,0.078,,,,,, MA,Barnstable Town
2011,,,,0.068,,,,,, MA,Barnstable Town
2012,,,,0.079,,,,,, MA,Barnstable Town
2013,,,,0.071,,,,,, MA,Barnstable Town
2014,,,,0.059000000000000004,,,,,, MA,Barnstable Town
2015,,,,0.071,,,,,, MA,Barnstable Town
2016,,,,0.065,,,,,, MA,Barnstable Town
2017,,,,0.07200000000000001,,,,,, MA,Barnstable Town
2018,,,,0.071,,,,,, MA,Barnstable Town
2019,,,,0.06,,,,,, MA,Barnstable Town
2000,3.6,45.0,10.0,0.092,,35.0,14.2,,104.0, LA,Baton Rouge
2001,4.8,45.0,10.0,0.079,,30.0,13.1,,100.0, LA,Baton Rouge
2002,3.7,39.0,9.0,0.076,,25.0,12.3,,99.0, LA,Baton Rouge
2003,3.1,40.0,9.0,0.086,,28.0,12.8,,81.0, LA,Baton Rouge
2004,2.7,38.0,8.0,0.08,,29.0,12.5,,102.0, LA,Baton Rouge
2005,2.1,38.0,9.0,0.084,,29.0,13.9,,117.0, LA,Baton Rouge
2006,3.3,37.0,8.0,0.085,,32.0,13.8,,100.0, LA,Baton Rouge
2007,1.6,37.0,8.0,0.081,,25.0,12.3,,102.0, LA,Baton Rouge
2008,1.8,35.0,7.0,0.073,,23.0,11.4,,97.0, LA,Baton Rouge
2009,1.1,34.0,7.0,0.075,,20.0,9.8,,103.0, LA,Baton Rouge
2010,2.0,34.0,7.0,0.075,,21.0,10.8,,64.0, LA,Baton Rouge
2011,1.4,31.0,6.0,0.079,,23.0,10.4,,40.0, LA,Baton Rouge
2012,1.7,30.0,6.0,0.073,,21.0,9.7,,32.0, LA,Baton Rouge
2013,1.8,28.0,6.0,0.064,,20.0,8.7,,24.0, LA,Baton Rouge
2014,1.3,29.0,6.0,0.069,,19.0,8.9,,21.0, LA,Baton Rouge
2015,1.2,26.0,6.0,0.07,,20.0,8.8,,19.0, LA,Baton Rouge
2016,1.1,27.0,6.0,0.066,,20.0,9.1,,17.0, LA,Baton Rouge
2017,1.0,26.0,6.0,0.069,,18.0,8.4,,16.0, LA,Baton Rouge
2018,1.7,26.0,6.0,0.069,,23.0,9.3,,18.0, LA,Baton Rouge
2019,0.9,27.0,5.0,0.066,,21.0,8.9,,15.0, LA,Baton Rouge
2000,,,,,,34.0,11.5,,, MI,Bay City
2001,,,,,,34.0,11.5,,, MI,Bay City
2002,,,,,,32.0,11.2,,, MI,Bay City
2003,,,,,,27.0,10.9,,, MI,Bay City
2004,,,,,,28.0,9.8,,, MI,Bay City
2005,,,,,,41.0,12.4,,, MI,Bay City
2006,,,,,,28.0,10.2,,, MI,Bay City
2007,,,,,,25.0,10.2,,, MI,Bay City
2008,,,,,,24.0,8.9,,, MI,Bay City
2009,,,,,,23.0,8.1,,, MI,Bay City
2010,,,,,,31.0,8.2,,, MI,Bay City
2011,,,,,,21.0,7.7,,, MI,Bay City
2012,,,,,,22.0,7.7,,, MI,Bay City
2013,,,,,,16.0,7.5,,, MI,Bay City
2014,,,,,,21.0,8.2,,, MI,Bay City
2015,,,,,,23.0,7.7,,, MI,Bay City
2016,,,,,,20.0,6.8,,, MI,Bay City
2017,,,,,,22.0,6.8,,, MI,Bay City
2018,,,,,,18.0,7.1,,, MI,Bay City
2019,,,,,,18.0,6.8,,, MI,Bay City
2000,,41.0,7.0,0.08800000000000001,,,,,135.0, TX,Beaumont-Port Arthur
2001,,43.0,8.0,0.08199999999999999,,,,,91.0, TX,Beaumont-Port Arthur
2002,,38.0,7.0,0.08,,,,,79.0, TX,Beaumont-Port Arthur
2003,,37.0,7.0,0.083,,,,,78.0, TX,Beaumont-Port Arthur
2004,,37.0,7.0,0.083,,,,,80.0, TX,Beaumont-Port Arthur
2005,,37.0,7.0,0.081,,,,,79.0, TX,Beaumont-Port Arthur
2006,,35.0,7.0,0.083,,,,,161.0, TX,Beaumont-Port Arthur
2007,,35.0,6.0,0.077,,,,,87.0, TX,Beaumont-Port Arthur
2008,,35.0,6.0,0.071,,,,,72.0, TX,Beaumont-Port Arthur
2009,,32.0,5.0,0.07200000000000001,,,,,82.0, TX,Beaumont-Port Arthur
2010,,34.0,6.0,0.076,,,,,75.0, TX,Beaumont-Port Arthur
2011,,33.0,6.0,0.077,,,,,44.0, TX,Beaumont-Port Arthur
2012,,29.0,5.0,0.07200000000000001,,,,,50.0, TX,Beaumont-Port Arthur
2013,,28.0,5.0,0.064,,,,,34.0, TX,Beaumont-Port Arthur
2014,,29.0,4.0,0.065,,,,,36.0, TX,Beaumont-Port Arthur
2015,,26.0,4.0,0.067,,,,,38.0, TX,Beaumont-Port Arthur
2016,,28.0,4.0,0.063,,,,,42.0, TX,Beaumont-Port Arthur
2017,,27.0,4.0,0.064,,,,,37.0, TX,Beaumont-Port Arthur
2018,,25.0,4.0,0.071,,,,,32.0, TX,Beaumont-Port Arthur
2019,,24.0,4.0,0.067,,,,,33.0, TX,Beaumont-Port Arthur
2000,,,,0.052000000000000005,,,,,, WA,Bellingham
2001,,,,0.05,,,,,, WA,Bellingham
2002,,,,0.053,,,,,, WA,Bellingham
2003,,,,0.055999999999999994,,,,,, WA,Bellingham
2004,,,,0.062,,,,,, WA,Bellingham
2005,,,,0.055,,,,,, WA,Bellingham
2006,,,,0.055,,,,,, WA,Bellingham
2007,,,,0.052000000000000005,,,,,, WA,Bellingham
2008,,,,0.049,,,,,, WA,Bellingham
2009,,,,0.046,,,,,, WA,Bellingham
2010,,,,0.048,,,,,, WA,Bellingham
2011,,,,0.043,,,,,, WA,Bellingham
2012,,,,0.047,,,,,, WA,Bellingham
2013,,,,0.043,,,,,, WA,Bellingham
2014,,,,0.047,,,,,, WA,Bellingham
2015,,,,0.048,,,,,, WA,Bellingham
2016,,,,0.045,,,,,, WA,Bellingham
2017,,,,0.05,,,,,, WA,Bellingham
2018,,,,0.062,,,,,, WA,Bellingham
2019,,,,0.044000000000000004,,,,,, WA,Bellingham
2000,,,,0.071,,,,,, VT,Bennington
2001,,,,0.083,,,,,, VT,Bennington
2002,,,,0.086,,,,,, VT,Bennington
2003,,,,0.073,,,,,, VT,Bennington
2004,,,,0.075,,,,,, VT,Bennington
2005,,,,0.073,,,,,, VT,Bennington
2006,,,,0.068,,,,,, VT,Bennington
2007,,,,0.077,,,,,, VT,Bennington
2008,,,,0.069,,,,,, VT,Bennington
2009,,,,0.068,,,,,, VT,Bennington
2010,,,,0.068,,,,,, VT,Bennington
2011,,,,0.059000000000000004,,,,,, VT,Bennington
2012,,,,0.069,,,,,, VT,Bennington
2013,,,,0.062,,,,,, VT,Bennington
2014,,,,0.061,,,,,, VT,Bennington
2015,,,,0.063,,,,,, VT,Bennington
2016,,,,0.067,,,,,, VT,Bennington
2017,,,,0.065,,,,,, VT,Bennington
2018,,,,0.065,,,,,, VT,Bennington
2019,,,,0.055999999999999994,,,,,, VT,Bennington
2000,,,,0.061,,,,,, NH-VT,Berlin
2001,,,,0.075,,,,,, NH-VT,Berlin
2002,,,,0.076,,,,,, NH-VT,Berlin
2003,,,,0.07,,,,,, NH-VT,Berlin
2004,,,,0.073,,,,,, NH-VT,Berlin
2005,,,,0.073,,,,,, NH-VT,Berlin
2006,,,,0.062,,,,,, NH-VT,Berlin
2007,,,,0.073,,,,,, NH-VT,Berlin
2008,,,,0.07,,,,,, NH-VT,Berlin
2009,,,,0.063,,,,,, NH-VT,Berlin
2010,,,,0.066,,,,,, NH-VT,Berlin
2011,,,,0.063,,,,,, NH-VT,Berlin
2012,,,,0.067,,,,,, NH-VT,Berlin
2013,,,,0.064,,,,,, NH-VT,Berlin
2014,,,,0.06,,,,,, NH-VT,Berlin
2015,,,,0.064,,,,,, NH-VT,Berlin
2016,,,,0.063,,,,,, NH-VT,Berlin
2017,,,,0.065,,,,,, NH-VT,Berlin
2018,,,,0.063,,,,,, NH-VT,Berlin
2019,,,,0.06,,,,,, NH-VT,Berlin
2000,,,,,,,,,100.0, MT,Billings
2001,,,,,,,,,107.0, MT,Billings
2002,,,,,,,,,107.0, MT,Billings
2003,,,,,,,,,96.0, MT,Billings
2004,,,,,,,,,105.0, MT,Billings
2005,,,,,,,,,76.0, MT,Billings
2006,,,,,,,,,71.0, MT,Billings
2007,,,,,,,,,80.0, MT,Billings
2008,,,,,,,,,89.0, MT,Billings
2009,,,,,,,,,72.0, MT,Billings
2010,,,,,,,,,91.0, MT,Billings
2011,,,,,,,,,81.0, MT,Billings
2012,,,,,,,,,70.0, MT,Billings
2013,,,,,,,,,48.0, MT,Billings
2014,,,,,,,,,93.0, MT,Billings
2015,,,,,,,,,48.0, MT,Billings
2016,,,,,,,,,18.0, MT,Billings
2017,,,,,,,,,32.0, MT,Billings
2018,,,,,,,,,22.0, MT,Billings
2019,,,,,,,,,18.0, MT,Billings
2000,3.7,,,0.087,123.8,47.0,20.0,,149.0, AL,Birmingham-Hoover
2001,6.3,,,0.081,99.0,39.0,17.3,,63.0, AL,Birmingham-Hoover
2002,3.7,,,0.083,94.3,36.0,16.4,,50.0, AL,Birmingham-Hoover
2003,3.1,,,0.075,106.3,36.0,15.7,,53.0, AL,Birmingham-Hoover
2004,3.9,,,0.073,101.8,39.0,16.0,,56.0, AL,Birmingham-Hoover
2005,2.5,,,0.081,91.5,43.0,18.0,,70.0, AL,Birmingham-Hoover
2006,3.1,,,0.084,91.3,38.0,17.3,,70.0, AL,Birmingham-Hoover
2007,2.0,,,0.091,114.3,45.0,17.2,,50.0, AL,Birmingham-Hoover
2008,2.2,,,0.077,83.8,31.0,14.0,,69.0, AL,Birmingham-Hoover
2009,2.9,,,0.066,67.5,24.0,11.1,,41.0, AL,Birmingham-Hoover
2010,2.2,,,0.07400000000000001,71.5,26.0,12.7,,33.0, AL,Birmingham-Hoover
2011,2.1,,,0.078,57.8,27.0,12.4,,31.0, AL,Birmingham-Hoover
2012,1.7,,,0.077,49.4,22.0,11.1,,36.0, AL,Birmingham-Hoover
2013,1.7,,,0.064,46.0,21.0,10.3,,22.0, AL,Birmingham-Hoover
2014,2.4,,,0.063,73.0,22.0,10.9,,17.0, AL,Birmingham-Hoover
2015,1.9,,,0.067,61.5,20.0,10.3,,17.0, AL,Birmingham-Hoover
2016,1.4,,,0.069,47.5,17.0,9.2,,11.0, AL,Birmingham-Hoover
2017,1.0,,,0.062,43.3,20.0,9.5,,12.0, AL,Birmingham-Hoover
2018,1.2,,,0.066,47.0,19.0,9.0,,11.0, AL,Birmingham-Hoover
2019,1.2,,,0.068,58.0,18.0,9.2,,10.0, AL,Birmingham-Hoover
2000,,,,0.079,1750.6,23.0,5.5,,, CA,Bishop
2001,,,,0.081,2687.8,23.0,5.5,,, CA,Bishop
2002,,,,0.083,1606.4,62.0,8.2,,, CA,Bishop
2003,,,,0.08,2127.8,15.0,4.9,,, CA,Bishop
2004,,,,0.079,1428.0,22.0,5.2,,, CA,Bishop
2005,,,,0.085,1020.2,13.0,4.6,,, CA,Bishop
2006,,,,0.08199999999999999,1342.0,22.0,6.1,,, CA,Bishop
2007,,,,0.085,176.2,35.0,5.8,,, CA,Bishop
2008,,,,0.077,336.4,44.0,7.1,,, CA,Bishop
2009,,,,0.07,272.4,36.0,6.8,,, CA,Bishop
2010,,,,0.069,504.2,28.0,7.0,,, CA,Bishop
2011,,,,0.075,454.8,44.0,8.1,,, CA,Bishop
2012,,,,0.073,366.4,28.0,6.6,,, CA,Bishop
2013,,,,0.07,273.1,39.0,8.0,,, CA,Bishop
2014,,,,0.069,255.9,29.0,7.9,,, CA,Bishop
2015,,,,0.07,221.4,24.0,7.0,,, CA,Bishop
2016,,,,0.07200000000000001,220.6,25.0,6.6,,, CA,Bishop
2017,,,,0.07,449.2,37.0,8.0,,, CA,Bishop
2018,,,,0.078,176.4,25.0,7.0,,, CA,Bishop
2019,,,,0.069,148.8,16.0,5.2,,, CA,Bishop
2000,,,2.0,0.055,,14.0,6.6,,65.0, ND,Bismarck
2001,,,3.0,0.057,,17.0,6.7,,62.0, ND,Bismarck
2002,,,2.0,0.057999999999999996,,16.0,6.4,,59.0, ND,Bismarck
2003,,,2.0,0.062,,16.0,7.2,,69.0, ND,Bismarck
2004,,,2.0,0.05,,18.0,6.2,,69.0, ND,Bismarck
2005,,,2.0,0.057,,17.0,6.5,,61.0, ND,Bismarck
2006,,,2.0,0.064,,21.0,6.8,,45.0, ND,Bismarck
2007,,,2.0,0.059000000000000004,,14.0,6.8,,63.0, ND,Bismarck
2008,,,2.0,0.06,,14.0,7.0,,55.0, ND,Bismarck
2009,,,2.0,0.057,,17.0,6.5,,42.0, ND,Bismarck
2010,,,2.0,0.061,,19.0,7.8,,59.0, ND,Bismarck
2011,,,1.0,0.057999999999999996,,13.0,6.3,,52.0, ND,Bismarck
2012,,,2.0,0.057,,16.0,6.3,,40.0, ND,Bismarck
2013,,,2.0,0.061,,15.0,5.9,,24.0, ND,Bismarck
2014,,,2.0,0.06,,13.0,4.9,,9.0, ND,Bismarck
2015,,,2.0,0.064,,27.0,5.0,,9.0, ND,Bismarck
2016,,,2.0,0.054000000000000006,,17.0,4.6,,11.0, ND,Bismarck
2017,,,2.0,0.062,,18.0,5.8,,14.0, ND,Bismarck
2018,,,2.0,0.063,,21.0,6.0,,10.0, ND,Bismarck
2019,,,2.0,0.061,,13.0,4.4,,8.0, ND,Bismarck
2000,,,,0.07200000000000001,,,,,, IL,Bloomington
2001,,,,0.07200000000000001,,,,,, IL,Bloomington
2002,,,,0.085,,,,,, IL,Bloomington
2003,,,,0.07400000000000001,,,,,, IL,Bloomington
2004,,,,0.068,,,,,, IL,Bloomington
2005,,,,0.077,,,,,, IL,Bloomington
2006,,,,0.07200000000000001,,,,,, IL,Bloomington
2007,,,,0.075,,,,,, IL,Bloomington
2008,,,,0.067,,,,,, IL,Bloomington
2009,,,,0.071,,,,,, IL,Bloomington
2010,,,,0.066,,,,,, IL,Bloomington
2011,,,,0.068,,,,,, IL,Bloomington
2012,,,,0.079,,,,,, IL,Bloomington
2013,,,,0.069,,,,,, IL,Bloomington
2014,,,,0.066,,,,,, IL,Bloomington
2015,,,,0.063,,,,,, IL,Bloomington
2016,,,,0.065,,,,,, IL,Bloomington
2017,,,,0.064,,,,,, IL,Bloomington
2018,,,,0.068,,,,,, IL,Bloomington
2019,,,,0.063,,,,,, IL,Bloomington
2000,,,,0.09,,,,,, IN,Bloomington
2001,,,,0.085,,,,,, IN,Bloomington
2002,,,,0.09300000000000001,,,,,, IN,Bloomington
2003,,,,0.08800000000000001,,,,,, IN,Bloomington
2004,,,,0.073,,,,,, IN,Bloomington
2005,,,,0.079,,,,,, IN,Bloomington
2006,,,,0.076,,,,,, IN,Bloomington
2007,,,,0.084,,,,,, IN,Bloomington
2008,,,,0.07200000000000001,,,,,, IN,Bloomington
2009,,,,0.068,,,,,, IN,Bloomington
2010,,,,0.07400000000000001,,,,,, IN,Bloomington
2011,,,,0.08,,,,,, IN,Bloomington
2012,,,,0.08199999999999999,,,,,, IN,Bloomington
2013,,,,0.068,,,,,, IN,Bloomington
2014,,,,0.064,,,,,, IN,Bloomington
2015,,,,0.067,,,,,, IN,Bloomington
2016,,,,0.069,,,,,, IN,Bloomington
2017,,,,0.067,,,,,, IN,Bloomington
2018,,,,0.066,,,,,, IN,Bloomington
2019,,,,0.062,,,,,, IN,Bloomington
2000,3.1,,,,88.5,,,,, ID,Boise City
2001,3.2,,,,100.0,,,,, ID,Boise City
2002,3.1,,,,112.5,,,,, ID,Boise City
2003,3.2,,,,87.5,,,,, ID,Boise City
2004,2.4,,,,62.0,,,,, ID,Boise City
2005,2.2,,,,90.5,,,,, ID,Boise City
2006,2.1,,,,92.0,,,,, ID,Boise City
2007,1.6,,,,80.0,,,,, ID,Boise City
2008,2.9,,,,83.5,,,,, ID,Boise City
2009,3.3,,,,76.0,,,,, ID,Boise City
2010,2.3,,,,60.5,,,,, ID,Boise City
2011,1.6,,,,132.0,,,,, ID,Boise City
2012,1.6,,,,166.5,,,,, ID,Boise City
2013,1.4,,,,94.5,,,,, ID,Boise City
2014,2.1,,,,60.5,,,,, ID,Boise City
2015,2.5,,,,79.5,,,,, ID,Boise City
2016,2.5,,,,66.0,,,,, ID,Boise City
2017,4.1,,,,116.0,,,,, ID,Boise City
2018,1.6,,,,72.0,,,,, ID,Boise City
2019,1.3,,,,72.5,,,,, ID,Boise City
2000,2.8,61.0,22.0,0.079,,31.0,12.4,,49.0, MA-NH,Boston-Cambridge-Newton
2001,2.8,61.0,22.0,0.096,,32.0,12.5,,41.0, MA-NH,Boston-Cambridge-Newton
2002,2.3,57.0,20.0,0.094,,35.0,11.4,,35.0, MA-NH,Boston-Cambridge-Newton
2003,2.4,55.0,19.0,0.081,,34.0,11.0,,35.0, MA-NH,Boston-Cambridge-Newton
2004,1.5,52.0,17.0,0.075,,28.0,11.1,,34.0, MA-NH,Boston-Cambridge-Newton
2005,2.3,52.0,17.0,0.081,,29.0,11.0,,33.0, MA-NH,Boston-Cambridge-Newton
2006,1.7,49.0,17.0,0.077,,28.0,9.5,,23.0, MA-NH,Boston-Cambridge-Newton
2007,1.2,50.0,16.0,0.08199999999999999,,29.0,10.1,,26.0, MA-NH,Boston-Cambridge-Newton
2008,1.0,51.0,17.0,0.07200000000000001,,25.0,9.6,,23.0, MA-NH,Boston-Cambridge-Newton
2009,1.2,50.0,15.0,0.069,,22.0,8.6,,23.0, MA-NH,Boston-Cambridge-Newton
2010,1.8,49.0,14.0,0.069,,22.0,8.2,,20.0, MA-NH,Boston-Cambridge-Newton
2011,1.4,51.0,16.0,0.067,,21.0,8.6,,22.0, MA-NH,Boston-Cambridge-Newton
2012,1.6,45.0,14.0,0.069,,21.0,8.2,,13.0, MA-NH,Boston-Cambridge-Newton
2013,1.1,46.0,14.0,0.068,,18.0,7.4,,12.0, MA-NH,Boston-Cambridge-Newton
2014,1.1,47.0,13.0,0.061,,15.0,6.6,,11.0, MA-NH,Boston-Cambridge-Newton
2015,0.9,50.0,13.0,0.063,,16.0,6.7,,7.0, MA-NH,Boston-Cambridge-Newton
2016,1.2,43.0,11.0,0.065,,14.0,5.9,,4.0, MA-NH,Boston-Cambridge-Newton
2017,0.8,41.0,10.0,0.071,,14.0,5.9,,3.0, MA-NH,Boston-Cambridge-Newton
2018,0.7,42.0,10.0,0.068,,16.0,6.2,,4.0, MA-NH,Boston-Cambridge-Newton
2019,1.0,42.0,9.0,0.062,,15.0,6.5,,2.0, MA-NH,Boston-Cambridge-Newton
2000,,,,,53.5,20.0,8.8,,, CO,Boulder
2001,,,,,47.5,23.0,9.1,,, CO,Boulder
2002,,,,,45.5,23.0,8.6,,, CO,Boulder
2003,,,,,38.0,24.0,8.3,,, CO,Boulder
2004,,,,,50.5,20.0,7.6,,, CO,Boulder
2005,,,,,39.0,18.0,7.5,,, CO,Boulder
2006,,,,,34.5,18.0,7.3,,, CO,Boulder
2007,,,,,53.5,27.0,8.1,,, CO,Boulder
2008,,,,,45.0,20.0,7.1,,, CO,Boulder
2009,,,,,36.5,17.0,6.9,,, CO,Boulder
2010,,,,,35.5,23.0,6.8,,, CO,Boulder
2011,,,,,32.0,16.0,6.1,,, CO,Boulder
2012,,,,,42.5,22.0,6.7,,, CO,Boulder
2013,,,,,47.5,20.0,6.5,,, CO,Boulder
2014,,,,,53.5,21.0,6.8,,, CO,Boulder
2015,,,,,44.5,21.0,6.0,,, CO,Boulder
2016,,,,,39.0,21.0,6.0,,, CO,Boulder
2017,,,,,42.5,18.0,6.3,,, CO,Boulder
2018,,,,,54.5,26.0,6.9,,, CO,Boulder
2019,,,,,51.0,27.0,6.6,,, CO,Boulder
2000,,,,0.08800000000000001,,,,,, KY,Bowling Green
2001,,,,0.08,,,,,, KY,Bowling Green
2002,,,,0.085,,,,,, KY,Bowling Green
2003,,,,0.076,,,,,, KY,Bowling Green
2004,,,,0.07,,,,,, KY,Bowling Green
2005,,,,0.075,,,,,, KY,Bowling Green
2006,,,,0.071,,,,,, KY,Bowling Green
2007,,,,0.08199999999999999,,,,,, KY,Bowling Green
2008,,,,0.07,,,,,, KY,Bowling Green
2009,,,,0.065,,,,,, KY,Bowling Green
2010,,,,0.075,,,,,, KY,Bowling Green
2011,,,,0.071,,,,,, KY,Bowling Green
2012,,,,0.081,,,,,, KY,Bowling Green
2013,,,,0.063,,,,,, KY,Bowling Green
2014,,,,0.065,,,,,, KY,Bowling Green
2015,,,,0.063,,,,,, KY,Bowling Green
2016,,,,0.065,,,,,, KY,Bowling Green
2017,,,,0.064,,,,,, KY,Bowling Green
2018,,,,0.061,,,,,, KY,Bowling Green
2019,,,,0.06,,,,,, KY,Bowling Green
2000,,,,0.087,51.0,37.0,13.4,,, CT,Bridgeport-Stamford-Norwalk
2001,,,,0.098,48.0,38.0,13.5,,, CT,Bridgeport-Stamford-Norwalk
2002,,,,0.106,45.0,34.0,13.2,,, CT,Bridgeport-Stamford-Norwalk
2003,,,,0.096,49.0,38.0,12.9,,, CT,Bridgeport-Stamford-Norwalk
2004,,,,0.081,38.0,31.0,12.0,,, CT,Bridgeport-Stamford-Norwalk
2005,,,,0.094,41.0,36.0,13.9,,, CT,Bridgeport-Stamford-Norwalk
